Id,SalePrice
1461,121583.681877493
1462,157334.654148905
1463,183920.180831698
1464,195910.885097996
1465,192794.749828516
1466,171891.853752705
1467,175838.352150359
1468,163803.762634055
1469,186727.72213632
1470,123844.499507499
1471,186246.891590197
1472,97510.304077725
1473,96679.1444896303
1474,144354.422814293
1475,110556.164127803
1476,364444.239562502
1477,251819.842290801
1478,287091.832117696
1479,290450.635435505
1480,496418.804906795
1481,333201.038975363
1482,213531.064674841
1483,177940.291212317
1484,163013.692622074
1485,183056.094119116
1486,193846.933960617
1487,340136.321652144
1488,236497.319274176
1489,198204.274174274
1490,238296.942082105
1491,190205.382847289
1492,93612.0566198685
1493,178508.389253516
1494,291362.875606653
1495,287671.643306328
1496,234980.574249826
1497,181784.579286405
1498,165351.9364114
1499,160432.363820999
1500,156618.127113101
1501,177268.900371208
1502,143404.154778656
1503,286420.042122626
1504,246398.018956266
1505,227447.086766645
1506,192400.03082119
1507,250236.896080267
1508,197680.703507096
1509,161516.672521109
1510,145907.707730515
1511,151070.867157675
1512,174657.495336239
1513,145675.056651278
1514,152688.711370331
1515,190797.194254128
1516,149071.101010584
1517,167779.525189118
1518,130628.254329103
1519,212340.672641107
1520,132081.192261916
1521,133913.303743309
1522,172911.423511982
1523,112839.340321955
1524,127458.205843053
1525,121704.548408692
1526,111716.679671837
1527,106168.55452316
1528,140126.887110812
1529,152325.492461698
1530,183251.384127746
1531,108775.286653608
1532,95339.5377892104
1533,145990.093344314
1534,121959.123705677
1535,154567.566026788
1536,105963.481467377
1537,61479.1121089507
1538,152382.464731894
1539,195878.234610699
1540,93784.4058178712
1541,141359.641721843
1542,141040.825685222
1543,198738.590551038
1544,83649.8435508435
1545,111327.188803801
1546,128770.24359833
1547,133198.379894181
1548,135376.585042328
1549,117081.326807269
1550,130504.496230668
1551,106911.737753896
1552,137947.873627922
1553,152505.925482847
1554,118593.481629917
1555,165753.12815121
1556,85629.7484444007
1557,104529.94088311
1558,96958.1774865753
1559,72744.4046507399
1560,124178.663874064
1561,127459.46682087
1562,126669.044100944
1563,120998.851658658
1564,158476.312241921
1565,144287.677893141
1566,240273.191650187
1567,74765.0947107066
1568,232466.932007762
1569,134148.837396675
1570,140812.681461585
1571,121815.011245287
1572,146343.059930008
1573,245992.241113163
1574,120816.58076123
1575,228389.453304601
1576,243479.641554961
1577,182542.853121205
1578,140780.577543596
1579,151641.120084134
1580,192007.161336509
1581,153418.965751752
1582,124462.327178173
1583,298102.992439405
1584,219734.810689402
1585,138201.958368316
1586,68572.8383894216
1587,103871.733415709
1588,156743.744961496
1589,94688.2245275154
1590,133928.252187316
1591,96359.1083057501
1592,114730.775977869
1593,121682.693372612
1594,128272.40929588
1595,108754.088783601
1596,228213.480640224
1597,195064.338820929
1598,218277.909117327
1599,165230.645290836
1600,156240.608186093
1601,63202.62438247
1602,112968.098883298
1603,79670.1191059765
1604,268135.040166831
1605,236792.776349755
1606,170804.819838384
1607,172554.972263353
1608,214732.072486217
1609,183372.287725175
1610,155770.549458518
1611,139074.609503073
1612,169585.99746463
1613,164897.450069176
1614,123867.02202918
1615,91353.2409205916
1616,76669.6135992903
1617,91146.7925243375
1618,125516.929945632
1619,139418.697517481
1620,159709.190624847
1621,137876.061173542
1622,140768.769208635
1623,263614.920050316
1624,210310.112900799
1625,117288.211312037
1626,165705.166586747
1627,192794.446557786
1628,275712.363695814
1629,179836.309733244
1630,361401.259315433
1631,226686.42119157
1632,240971.704279817
1633,170269.694545964
1634,185181.407381834
1635,174543.935042582
1636,149816.977272183
1637,199432.568522689
1638,181708.345521198
1639,180895.737528269
1640,256804.661375159
1641,179411.518340513
1642,240090.819163065
1643,220382.754467867
1644,237973.805561826
1645,201763.656123639
1646,159567.903115336
1647,156460.656192974
1648,131218.139614193
1649,140849.947934346
1650,113869.127524897
1651,121624.542143474
1652,97129.5281676136
1653,99668.1197680261
1654,142842.30224854
1655,134123.697010602
1656,139334.260973727
1657,146294.934107873
1658,141641.069176307
1659,115313.798470065
1660,152042.753682568
1661,454638.030494006
1662,413594.80304421
1663,383942.438543198
1664,518165.650611421
1665,303500.633706716
1666,337158.387277641
1667,399883.236376848
1668,339721.903132314
1669,303197.427246951
1670,343583.027041073
1671,268730.045417896
1672,439653.375481696
1673,294554.769704876
1674,244772.330148318
1675,198133.840849783
1676,198900.332926804
1677,225821.971836551
1678,469269.669501964
1679,401387.375247718
1680,337977.438154215
1681,244742.176635649
1682,314609.683628164
1683,187506.329152378
1684,173762.770229659
1685,170161.257397593
1686,166384.746745604
1687,167412.69039125
1688,186535.59546411
1689,193502.984027929
1690,194037.263145374
1691,184314.420591874
1692,259643.688580618
1693,169928.048371567
1694,183316.512130413
1695,162168.394941621
1696,270981.35737782
1697,170577.45447311
1698,351274.104031294
1699,308520.749859133
1700,256285.056066568
1701,271422.306927917
1702,246114.898394127
1703,244526.454112222
1704,280457.793322134
1705,241344.709023566
1706,453346.013374112
1707,213802.387350715
1708,206789.818115303
1709,258103.712696356
1710,219373.832292883
1711,267310.51614924
1712,258623.031394789
1713,273847.556689948
1714,225447.770282903
1715,207751.18217439
1716,183081.224509294
1717,175562.876831245
1718,133687.995064561
1719,204772.141721169
1720,231067.655071673
1721,165889.20164616
1722,127747.833661603
1723,157644.725882895
1724,199904.407673559
1725,236460.450402625
1726,186200.551179636
1727,151909.438532623
1728,174887.491574721
1729,164414.393857224
1730,153232.969756245
1731,119273.319161713
1732,127391.752645394
1733,113747.249796502
1734,121894.921934274
1735,128240.436972275
1736,108507.960200724
1737,296963.411565348
1738,247053.579685379
1739,255397.552792439
1740,220826.651745799
1741,189299.541442292
1742,171561.761210979
1743,175213.231474763
1744,318641.194774017
1745,220728.559877534
1746,180254.694941654
1747,214646.117454669
1748,229021.878812716
1749,145848.276863607
